ApplNo#ProductNo#Form#Strength#ReferenceDrug#DrugName#ActiveIngredient#ReferenceStandard#MarketingStatusID#TECode#MarketingStatusDescription
7409#3#CAPSULE;ORAL#10MG#1#BENTYL#DICYCLOMINE HYDROCHLORIDE#1.0#1#AB#Prescription
7513#1#INJECTABLE;INJECTION#EQ 1MG BASE/ML#1#LEVOPHED#NOREPINEPHRINE BITARTRATE#1.0#1#AP#Prescription
7936#1#LOTION/SHAMPOO;TOPICAL#2.5%#1#SELSUN#SELENIUM SULFIDE#1.0#1#AT#Prescription
8085#2#TABLET;ORAL#EQ 2.5MG BASE#1#METHOTREXATE SODIUM#METHOTREXATE SODIUM#1.0#1#AB#Prescription
8316#1#TABLET;ORAL#EQ 15MG BASE#1#PRIMAQUINE#PRIMAQUINE PHOSPHATE#1.0#1#AB#Prescription
8370#1#INJECTABLE;INJECTION#10MG/ML#1#BENTYL#DICYCLOMINE HYDROCHLORIDE#1.0#1#AP#Prescription
8370#2#INJECTABLE;INJECTION#10MG/ML#1#BENTYL PRESERVATIVE FREE#DICYCLOMINE HYDROCHLORIDE#1.0#1#AP#Prescription
8453#2#INJECTABLE;INJECTION#20MG/ML#1#ANECTINE#SUCCINYLCHOLINE CHLORIDE#1.0#1#AP#Prescription
8678#2#TABLET;ORAL#100MG#1#ISONIAZID#ISONIAZID#1.0#1#AA#Prescription
8678#3#TABLET;ORAL#300MG#1#ISONIAZID#ISONIAZID#1.0#1#AA#Prescription
8697#1#TABLET;ORAL#10MG#1#CORTEF#HYDROCORTISONE#0.0#1#AB#Prescription
8697#2#TABLET;ORAL#20MG#1#CORTEF#HYDROCORTISONE#1.0#1#AB#Prescription
8697#3#TABLET;ORAL#5MG#1#CORTEF#HYDROCORTISONE#0.0#1#AB#Prescription
8708#1#CAPSULE;ORAL#10MG#1#DIBENZYLINE#PHENOXYBENZAMINE HYDROCHLORIDE#1.0#1#AB#Prescription
8762#1#SUSPENSION;ORAL#125MG/5ML#1#DILANTIN-125#PHENYTOIN#1.0#1#AB#Prescription
8816#1#JELLY;TOPICAL#2%#1#XYLOCAINE#LIDOCAINE HYDROCHLORIDE#1.0#1#AT#Prescription
8845#1#INJECTABLE;INJECTION#20MG/ML#1#QUELICIN PRESERVATIVE FREE#SUCCINYLCHOLINE CHLORIDE#1.0#1#AP#Prescription
8845#6#INJECTABLE;INJECTION#20MG/ML#1#QUELICIN#SUCCINYLCHOLINE CHLORIDE#1.0#1#AP#Prescription
9053#2#TABLET;ORAL#50MG#1#PURINETHOL#MERCAPTOPURINE#0.0#1#AB#Prescription
9112#3#LOTION;TOPICAL#10%#1#EURAX#CROTAMITON#1.0#1#AT#Prescription
9170#2#TABLET;ORAL#250MG#1#MYSOLINE#PRIMIDONE#0.0#1#AB#Prescription
9170#3#TABLET;ORAL#50MG#1#MYSOLINE#PRIMIDONE#1.0#1#AB#Prescription
9175#1#SUSPENSION;ORAL#25MG/5ML#1#FURADANTIN#NITROFURANTOIN#1.0#1#AB#Prescription
9218#5#TABLET;ORAL#10MG#1#COUMADIN#WARFARIN SODIUM#1.0#1#AB#Prescription
9218#7#TABLET;ORAL#5MG#1#COUMADIN#WARFARIN SODIUM#0.0#1#AB#Prescription
9218#13#TABLET;ORAL#2MG#1#COUMADIN#WARFARIN SODIUM#0.0#1#AB#Prescription
9218#16#TABLET;ORAL#7.5MG#1#COUMADIN#WARFARIN SODIUM#0.0#1#AB#Prescription
9218#18#TABLET;ORAL#2.5MG#1#COUMADIN#WARFARIN SODIUM#0.0#1#AB#Prescription
9218#22#TABLET;ORAL#1MG#1#COUMADIN#WARFARIN SODIUM#0.0#1#AB#Prescription
9218#23#TABLET;ORAL#4MG#1#COUMADIN#WARFARIN SODIUM#0.0#1#AB#Prescription
9218#25#TABLET;ORAL#3MG#1#COUMADIN#WARFARIN SODIUM#0.0#1#AB#Prescription
9218#26#TABLET;ORAL#6MG#1#COUMADIN#WARFARIN SODIUM#0.0#1#AB#Prescription
9330#2#INJECTABLE;INJECTION#0.25MG/ML#1#LANOXIN#DIGOXIN#1.0#1#AP#Prescription
9402#3#INJECTABLE;INJECTION#40MG/ML#1#DELESTROGEN#ESTRADIOL VALERATE#1.0#1#AO#Prescription
9402#4#INJECTABLE;INJECTION#20MG/ML#1#DELESTROGEN#ESTRADIOL VALERATE#1.0#1#AO#Prescription
9435#2#INJECTABLE;INJECTION#2%#1#NESACAINE#CHLOROPROCAINE HYDROCHLORIDE#0.0#1#AP#Prescription
9435#6#INJECTABLE;INJECTION#2%#1#NESACAINE-MPF#CHLOROPROCAINE HYDROCHLORIDE#1.0#1#AP#Prescription
9435#7#INJECTABLE;INJECTION#3%#1#NESACAINE-MPF#CHLOROPROCAINE HYDROCHLORIDE#1.0#1#AP#Prescription
9768#1#TABLET;ORAL#200MG#1#PLAQUENIL#HYDROXYCHLOROQUINE SULFATE#1.0#1#AB#Prescription
9829#2#TABLET;ORAL#60MG#1#MESTINON#PYRIDOSTIGMINE BROMIDE#1.0#1#AB#Prescription
9830#1#INJECTABLE;INJECTION#5MG/ML#1#MESTINON#PYRIDOSTIGMINE BROMIDE#1.0#1#AP#Prescription
10104#3#TABLET;ORAL#5MG#1#MEPHYTON#PHYTONADIONE#1.0#1#AB#Prescription
10187#3#TABLET;ORAL#5MG#1#RITALIN#METHYLPHENIDATE HYDROCHLORIDE#0.0#1#AB#Prescription
10187#6#TABLET;ORAL#10MG#1#RITALIN#METHYLPHENIDATE HYDROCHLORIDE#0.0#1#AB#Prescription
10187#10#TABLET;ORAL#20MG#1#RITALIN#METHYLPHENIDATE HYDROCHLORIDE#1.0#1#AB#Prescription
10379#1#TABLET;ORAL#EQ 0.005MG BASE#1#CYTOMEL#LIOTHYRONINE SODIUM#0.0#1#AB#Prescription
10379#2#TABLET;ORAL#EQ 0.025MG BASE#1#CYTOMEL#LIOTHYRONINE SODIUM#0.0#1#AB#Prescription
10379#3#TABLET;ORAL#EQ 0.05MG BASE#1#CYTOMEL#LIOTHYRONINE SODIUM#1.0#1#AB#Prescription
10417#1#INJECTABLE;INJECTION#4%#1#XYLOCAINE 4% PRESERVATIVE FREE#LIDOCAINE HYDROCHLORIDE#1.0#1#AP#Prescription
10417#2#SOLUTION;TOPICAL#4%#1#XYLOCAINE 4% PRESERVATIVE FREE#LIDOCAINE HYDROCHLORIDE#1.0#1#AT#Prescription
10515#1#INJECTABLE;INJECTION#0.2MG/ML#1#ISUPREL#ISOPROTERENOL HYDROCHLORIDE#1.0#1#AP#Prescription
11011#4#TABLET;ORAL#500MG#1#ROBAXIN#METHOCARBAMOL#1.0#1#AA#Prescription
11011#6#TABLET;ORAL#750MG#1#ROBAXIN-750#METHOCARBAMOL#1.0#1#AA#Prescription
11145#5#INJECTABLE;INJECTION#EQ 500MG BASE/VIAL#1#DIURIL#CHLOROTHIAZIDE SODIUM#1.0#1#AP#Prescription
11153#1#TABLET;ORAL#4MG#1#MEDROL#METHYLPREDNISOLONE#0.0#1#AB#Prescription
11153#3#TABLET;ORAL#16MG#1#MEDROL#METHYLPREDNISOLONE#0.0#1#AB#Prescription
11153#4#TABLET;ORAL#8MG#1#MEDROL#METHYLPREDNISOLONE#0.0#1#AB#Prescription
11153#6#TABLET;ORAL#32MG#1#MEDROL#METHYLPREDNISOLONE#1.0#1#AB#Prescription
11210#1#CAPSULE;ORAL#100MG#1#TESSALON#BENZONATATE#0.0#1#AA#Prescription
11245#3#SOLUTION;ORAL, RECTAL#66%;10%#1#GASTROGRAFIN#DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM#1.0#1#AA#Prescription
11459#2#CAPSULE;ORAL#EQ 25MG HCL#1#VISTARIL#HYDROXYZINE PAMOATE#0.0#1#AB#Prescription
11459#4#CAPSULE;ORAL#EQ 50MG HCL#1#VISTARIL#HYDROXYZINE PAMOATE#1.0#1#AB#Prescription
11525#1#INJECTABLE;INJECTION#25MG/VIAL#1#IC-GREEN#INDOCYANINE GREEN#1.0#1#AP#Prescription
11601#3#CREAM;TOPICAL#0.025%#1#TRIAMCINOLONE ACETONIDE#TRIAMCINOLONE ACETONIDE#0.0#1#AT#Prescription
11601#6#CREAM;TOPICAL#0.1%#1#TRIAMCINOLONE ACETONIDE#TRIAMCINOLONE ACETONIDE#0.0#1#AT#Prescription
11641#3#TABLET;ORAL#100MG#1#DIABINESE#CHLORPROPAMIDE#0.0#1#AB#Prescription
11641#6#TABLET;ORAL#250MG#1#DIABINESE#CHLORPROPAMIDE#1.0#1#AB#Prescription
11665#1#TABLET, EXTENDED RELEASE;ORAL#180MG#1#MESTINON#PYRIDOSTIGMINE BROMIDE#1.0#1#AB#Prescription
11719#10#INJECTABLE;INJECTION#EQ 50MG BASE/2ML (EQ 25MG BASE/ML)#1#METHOTREXATE SODIUM#METHOTREXATE SODIUM#1.0#1#AP#Prescription
11719#12#INJECTABLE;INJECTION#EQ 1GM BASE/40ML (EQ 25MG BASE/ML)#1#METHOTREXATE SODIUM PRESERVATIVE FREE#METHOTREXATE SODIUM#1.0#1#AP#Prescription
11722#2#TABLET;ORAL#25MG#1#TENUATE#DIETHYLPROPION HYDROCHLORIDE#1.0#1#AA#Prescription
11757#1#INJECTABLE;INJECTION#40MG/ML#1#DEPO-MEDROL#METHYLPREDNISOLONE ACETATE#1.0#1#AB#Prescription
11757#2#INJECTABLE;INJECTION#20MG/ML#1#DEPO-MEDROL#METHYLPREDNISOLONE ACETATE#1.0#1#AB#Prescription
11757#4#INJECTABLE;INJECTION#80MG/ML#1#DEPO-MEDROL#METHYLPREDNISOLONE ACETATE#1.0#1#AB#Prescription
11790#1#SOLUTION;IM-IV#1GM/10ML (100MG/ML)#1#ROBAXIN#METHOCARBAMOL#1.0#1#AP#Prescription
11792#1#TABLET;ORAL#350MG#1#SOMA#CARISOPRODOL#0.0#1#AA#Prescription
11792#4#TABLET;ORAL#250MG#1#SOMA#CARISOPRODOL#1.0#1#AB#Prescription
11839#1#TABLET;ORAL#2.5MG#1#PROVERA#MEDROXYPROGESTERONE ACETATE#0.0#1#AB#Prescription
11839#3#TABLET;ORAL#5MG#1#PROVERA#MEDROXYPROGESTERONE ACETATE#0.0#1#AB#Prescription
11839#4#TABLET;ORAL#10MG#1#PROVERA#MEDROXYPROGESTERONE ACETATE#1.0#1#AB#Prescription
11856#3#INJECTABLE;INJECTION#EQ 40MG BASE/VIAL#1#SOLU-MEDROL#METHYLPREDNISOLONE SODIUM SUCCINATE#1.0#1#AP#Prescription
11856#4#INJECTABLE;INJECTION#EQ 125MG BASE/VIAL#1#SOLU-MEDROL#METHYLPREDNISOLONE SODIUM SUCCINATE#1.0#1#AP#Prescription
11856#5#INJECTABLE;INJECTION#EQ 500MG BASE/VIAL#1#SOLU-MEDROL#METHYLPREDNISOLONE SODIUM SUCCINATE#1.0#1#AP#Prescription
11856#6#INJECTABLE;INJECTION#EQ 1GM BASE/VIAL#1#SOLU-MEDROL#METHYLPREDNISOLONE SODIUM SUCCINATE#1.0#1#AP#Prescription
11856#7#INJECTABLE;INJECTION#EQ 2GM BASE/VIAL#1#SOLU-MEDROL#METHYLPREDNISOLONE SODIUM SUCCINATE#1.0#1#AP#Prescription
11909#2#TABLET;ORAL#EQ 15MG BASE#1#NARDIL#PHENELZINE SULFATE#1.0#1#AB#Prescription
12015#1#INJECTABLE;INJECTION#1MG/ML#1#COGENTIN#BENZTROPINE MESYLATE#1.0#1#AP#Prescription
12093#7#TABLET;ORAL#5MG#1#ISORDIL#ISOSORBIDE DINITRATE#0.0#1#AB#Prescription
12104#1#SPRAY;TOPICAL#0.147MG/GM#1#KENALOG#TRIAMCINOLONE ACETONIDE#1.0#1#AT#Prescription
12151#8#TABLET;ORAL#50MG#1#ALDACTONE#SPIRONOLACTONE#0.0#1#AB#Prescription
12151#9#TABLET;ORAL#25MG#1#ALDACTONE#SPIRONOLACTONE#0.0#1#AB#Prescription
12151#10#TABLET;ORAL#100MG#1#ALDACTONE#SPIRONOLACTONE#1.0#1#AB#Prescription
12179#1#SOLUTION/DROPS;OTIC#2%#0#VOSOL#ACETIC ACID, GLACIAL#0.0#1#AT#Prescription
12250#1#INJECTABLE;INJECTION#1%#1#CARBOCAINE#MEPIVACAINE HYDROCHLORIDE#1.0#1#AP#Prescription
12250#2#INJECTABLE;INJECTION#2%#1#CARBOCAINE#MEPIVACAINE HYDROCHLORIDE#1.0#1#AP#Prescription
12250#5#INJECTABLE;INJECTION#1.5%#1#CARBOCAINE#MEPIVACAINE HYDROCHLORIDE#1.0#1#AP#Prescription
12342#3#TABLET;ORAL#EQ 10MG BASE#1#PARNATE#TRANYLCYPROMINE SULFATE#1.0#1#AB#Prescription
12380#1#CAPSULE;ORAL#250MG#1#ZARONTIN#ETHOSUXIMIDE#1.0#1#AB#Prescription
12462#1#TABLET;ORAL#0.025MG;2.5MG#1#LOMOTIL#ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE#1.0#1#AA#Prescription
12546#1#TABLET, EXTENDED RELEASE;ORAL#75MG#1#TENUATE DOSPAN#DIETHYLPROPION HYDROCHLORIDE#1.0#1#AB#Prescription
12616#4#TABLET;ORAL#25MG;25MG#1#ALDACTAZIDE#HYDROCHLOROTHIAZIDE; SPIRONOLACTONE#0.0#1#AB#Prescription
12623#1#TABLET;ORAL#250MG#1#FLAGYL#METRONIDAZOLE#0.0#1#AB#Prescription
12623#3#TABLET;ORAL#500MG#1#FLAGYL#METRONIDAZOLE#1.0#1#AB#Prescription
12770#1#SOLUTION/DROPS;OTIC#2%;1%#1#VOSOL HC#ACETIC ACID, GLACIAL; HYDROCORTISONE#1.0#1#AT#Prescription
12787#2#CREAM;TOPICAL#0.025%#1#SYNALAR#FLUOCINOLONE ACETONIDE#1.0#1#AT#Prescription
12787#4#CREAM;TOPICAL#0.01%#1#SYNALAR#FLUOCINOLONE ACETONIDE#1.0#1#AT#Prescription
12787#5#CREAM;TOPICAL#0.025%#1#SYNALAR#FLUOCINOLONE ACETONIDE#1.0#1#AT#Prescription
12806#1#OINTMENT;TOPICAL#0.05%#1#CORDRAN#FLURANDRENOLIDE#1.0#1#AT#Prescription
12806#2#CREAM;TOPICAL#0.05%#1#CORDRAN SP#FLURANDRENOLIDE#1.0#1#AT#Prescription
12836#3#TABLET;ORAL#25MG#1#PERSANTINE#DIPYRIDAMOLE#0.0#1#AB#Prescription
12836#4#TABLET;ORAL#50MG#1#PERSANTINE#DIPYRIDAMOLE#0.0#1#AB#Prescription
12836#5#TABLET;ORAL#75MG#1#PERSANTINE#DIPYRIDAMOLE#1.0#1#AB#Prescription
12945#1#CAPSULE, EXTENDED RELEASE;ORAL#500MG#1#DIAMOX#ACETAZOLAMIDE#1.0#1#AB#Prescription
13217#3#TABLET;ORAL#800MG#1#SKELAXIN#METAXALONE#1.0#1#AB#Prescription
13263#2#TABLET;ORAL#2MG#1#VALIUM#DIAZEPAM#0.0#1#AB#Prescription
13263#4#TABLET;ORAL#5MG#1#VALIUM#DIAZEPAM#0.0#1#AB#Prescription
13263#6#TABLET;ORAL#10MG#1#VALIUM#DIAZEPAM#1.0#1#AB#Prescription
13684#1#INJECTABLE;INJECTION#5GM/100ML#0#OSMITROL 5% IN WATER#MANNITOL#0.0#1#AP#Prescription
13684#2#INJECTABLE;INJECTION#10GM/100ML#0#OSMITROL 10% IN WATER#MANNITOL#0.0#1#AP#Prescription
13684#3#INJECTABLE;INJECTION#20GM/100ML#0#OSMITROL 20% IN WATER#MANNITOL#0.0#1#AP#Prescription
13684#4#INJECTABLE;INJECTION#15GM/100ML#0#OSMITROL 15% IN WATER#MANNITOL#0.0#1#AP#Prescription
13684#5#INJECTABLE;INJECTION#5GM/100ML#0#OSMITROL 5% IN WATER IN PLASTIC CONTAINER#MANNITOL#0.0#1#AP#Prescription
13684#6#INJECTABLE;INJECTION#10GM/100ML#0#OSMITROL 10% IN WATER IN PLASTIC CONTAINER#MANNITOL#0.0#1#AP#Prescription
13684#7#INJECTABLE;INJECTION#20GM/100ML#0#OSMITROL 20% IN WATER IN PLASTIC CONTAINER#MANNITOL#0.0#1#AP#Prescription
13684#8#INJECTABLE;INJECTION#15GM/100ML#0#OSMITROL 15% IN WATER IN PLASTIC CONTAINER#MANNITOL#0.0#1#AP#Prescription
13718#1#TABLET;ORAL#2.5MG#1#OXANDRIN#OXANDROLONE#0.0#1#AB#Prescription
13718#2#TABLET;ORAL#10MG#1#OXANDRIN#OXANDROLONE#1.0#1#AB#Prescription
13790#1#LOTION;TOPICAL#0.05%#1#CORDRAN#FLURANDRENOLIDE#1.0#1#AT#Prescription
13960#1#OINTMENT;TOPICAL#0.025%#1#SYNALAR#FLUOCINOLONE ACETONIDE#1.0#1#AT#Prescription
14399#1#TABLET;ORAL#25MG#1#NORPRAMIN#DESIPRAMINE HYDROCHLORIDE#0.0#1#AB#Prescription
14399#3#TABLET;ORAL#50MG#1#NORPRAMIN#DESIPRAMINE HYDROCHLORIDE#0.0#1#AB#Prescription
14399#4#TABLET;ORAL#75MG#1#NORPRAMIN#DESIPRAMINE HYDROCHLORIDE#0.0#1#AB#Prescription
14399#5#TABLET;ORAL#100MG#1#NORPRAMIN#DESIPRAMINE HYDROCHLORIDE#1.0#1#AB#Prescription
14399#6#TABLET;ORAL#150MG#1#NORPRAMIN#DESIPRAMINE HYDROCHLORIDE#0.0#1#AB#Prescription
14399#7#TABLET;ORAL#10MG#1#NORPRAMIN#DESIPRAMINE HYDROCHLORIDE#0.0#1#AB#Prescription
14602#1#INJECTABLE;INJECTION#3MG/ML;EQ 3MG BASE/ML#1#CELESTONE SOLUSPAN#BETAMETHASONE ACETATE; BETAMETHASONE SODIUM PHOSPHATE#1.0#1#AB#Prescription
14691#2#TABLET;ORAL#2MG#1#ALKERAN#MELPHALAN#1.0#1#AB#Prescription
14879#1#INJECTABLE;INJECTION#20MG/ML#1#DOPRAM#DOXAPRAM HYDROCHLORIDE#1.0#1#AP#Prescription
14901#1#INJECTABLE;INJECTION#40MG/ML#1#KENALOG-40#TRIAMCINOLONE ACETONIDE#1.0#1#AP#Prescription
15034#3#CAPSULE;ORAL#250MG#1#PONSTEL#MEFENAMIC ACID#1.0#1#AB#Prescription
15197#1#TABLET;ORAL#500MG#1#AMICAR#AMINOCAPROIC ACID#0.0#1#AB#Prescription
15230#2#SYRUP;ORAL#1.25GM/5ML#1#AMICAR#AMINOCAPROIC ACID#1.0#1#AA#Prescription
15296#1#SOLUTION;TOPICAL#0.01%#1#SYNALAR#FLUOCINOLONE ACETONIDE#1.0#1#AT#Prescription
15923#1#INJECTABLE;INJECTION#EQ 5MG BASE/ML#1#HALDOL#HALOPERIDOL LACTATE#1.0#1#AP#Prescription
16042#3#CAPSULE;ORAL#25MG;37.5MG#1#DYAZIDE#HYDROCHLOROTHIAZIDE; TRIAMTERENE#1.0#1#AB#Prescription
16084#1#TABLET;ORAL#100MG#1#ZYLOPRIM#ALLOPURINOL#0.0#1#AB#Prescription
16084#2#TABLET;ORAL#300MG#1#ZYLOPRIM#ALLOPURINOL#1.0#1#AB#Prescription
16092#1#TABLET;ORAL#25MG#1#EDECRIN#ETHACRYNIC ACID#1.0#1#AB#Prescription
16093#1#INJECTABLE;INJECTION#EQ 50MG BASE/VIAL#1#EDECRIN#ETHACRYNATE SODIUM#1.0#1#AP#Prescription
16131#2#TABLET;ORAL#50MG#1#CLOMID#CLOMIPHENE CITRATE#1.0#1#AB#Prescription
16151#1#TABLET;ORAL#1GM#0#UREX#METHENAMINE HIPPURATE#0.0#1#AB#Prescription
16199#1#ENEMA;RECTAL#100MG/60ML#1#CORTENEMA#HYDROCORTISONE#1.0#1#AB#Prescription
16267#1#INJECTABLE;INJECTION#500MG/VIAL#1#DESFERAL#DEFEROXAMINE MESYLATE#1.0#1#AP#Prescription
16267#2#INJECTABLE;INJECTION#2GM/VIAL#1#DESFERAL#DEFEROXAMINE MESYLATE#1.0#1#AP#Prescription
16269#6#INJECTABLE;INJECTION#12.5GM/50ML#0#MANNITOL 25%#MANNITOL#0.0#1#AP#Prescription
16273#1#TABLET;ORAL#40MG#1#LASIX#FUROSEMIDE#0.0#1#AB#Prescription
16273#2#TABLET;ORAL#20MG#1#LASIX#FUROSEMIDE#0.0#1#AB#Prescription
16273#3#TABLET;ORAL#80MG#1#LASIX#FUROSEMIDE#1.0#1#AB#Prescription
16295#1#CAPSULE;ORAL#500MG#1#HYDREA#HYDROXYUREA#1.0#1#AB#Prescription
16320#1#TABLET;ORAL#100MG#1#MYAMBUTOL#ETHAMBUTOL HYDROCHLORIDE#0.0#1#AB#Prescription
16320#3#TABLET;ORAL#400MG#1#MYAMBUTOL#ETHAMBUTOL HYDROCHLORIDE#1.0#1#AB#Prescription
16324#1#TABLET;ORAL#50MG#1#IMURAN#AZATHIOPRINE#1.0#1#AB#Prescription
16366#1#INJECTABLE;INJECTION#900MG/100ML#1#SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER#SODIUM CHLORIDE#1.0#1#AP#Prescription
16367#2#INJECTABLE;INJECTION#50MG/ML#1#DEXTROSE 5% IN PLASTIC CONTAINER#DEXTROSE#1.0#1#AP#Prescription
16419#1#INJECTABLE;INJECTION#1MG/ML#1#PROPRANOLOL HYDROCHLORIDE#PROPRANOLOL HYDROCHLORIDE#1.0#1#AP#Prescription
16608#1#TABLET;ORAL#200MG#1#TEGRETOL#CARBAMAZEPINE#1.0#1#AB#Prescription
16619#1#INJECTABLE;INJECTION#EQ 0.05MG BASE/ML#1#SUBLIMAZE PRESERVATIVE FREE#FENTANYL CITRATE#1.0#1#AP#Prescription
16620#1#CAPSULE;ORAL#50MG#1#MACRODANTIN#NITROFURANTOIN, MACROCRYSTALLINE#0.0#1#AB#Prescription
16620#2#CAPSULE;ORAL#100MG#1#MACRODANTIN#NITROFURANTOIN, MACROCRYSTALLINE#1.0#1#AB#Prescription
16620#3#CAPSULE;ORAL#25MG#1#MACRODANTIN#NITROFURANTOIN, MACROCRYSTALLINE#0.0#1#AB#Prescription
16673#1#INJECTABLE;INJECTION#5GM/100ML#1#DEXTROSE 5% IN PLASTIC CONTAINER#DEXTROSE#1.0#1#AP#Prescription
16673#3#INJECTABLE;INJECTION#50MG/ML#1#DEXTROSE 5% IN PLASTIC CONTAINER#DEXTROSE#1.0#1#AP#Prescription
16677#1#INJECTABLE;INJECTION#900MG/100ML#1#SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER#SODIUM CHLORIDE#1.0#1#AP#Prescription
16677#4#INJECTABLE;INJECTION#9MG/ML#1#SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER#SODIUM CHLORIDE#1.0#1#AP#Prescription
16678#1#INJECTABLE;INJECTION#5GM/100ML;900MG/100ML#0#DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER#DEXTROSE; SODIUM CHLORIDE#0.0#1#AP#Prescription
16679#1#INJECTABLE;INJECTION#20MG/100ML;5GM/100ML;30MG/100ML;600MG/100ML;310MG/100ML#0#LACTATED RINGER'S AND DEXTROSE 5% IN PLASTIC CONTAINER#CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE#0.0#1#AP#Prescription
16682#1#INJECTABLE;INJECTION#20MG/100ML;30MG/100ML;600MG/100ML;310MG/100ML#1#LACTATED RINGER'S IN PLASTIC CONTAINER#CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE#1.0#1#AP#Prescription
16683#1#INJECTABLE;INJECTION#5GM/100ML;450MG/100ML#0#DEXTROSE 5% IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER#DEXTROSE; SODIUM CHLORIDE#0.0#1#AP#Prescription
16687#1#INJECTABLE;INJECTION#5GM/100ML;330MG/100ML#0#DEXTROSE 5% IN SODIUM CHLORIDE 0.33% IN PLASTIC CONTAINER#DEXTROSE; SODIUM CHLORIDE#0.0#1#AP#Prescription
16689#1#INJECTABLE;INJECTION#5GM/100ML;200MG/100ML#0#DEXTROSE 5% IN SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER#DEXTROSE; SODIUM CHLORIDE#0.0#1#AP#Prescription
